,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,price
99,0,108,100.4,0.8870735223450265,0.9236111111111112,0.9381270903010034,3296,181,3.43,3.27,9.0,152,5200.0,17,22,0,1,1,0,14399.0
100,0,108,100.4,0.8870735223450265,0.9236111111111112,0.9214046822742475,3060,181,3.43,3.27,9.0,152,5200.0,19,25,0,1,1,0,13499.0
101,3,194,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3071,181,3.43,3.27,9.0,160,5200.0,19,25,0,1,1,0,17199.0
102,3,194,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3139,181,3.43,3.27,7.8,200,5200.0,17,23,0,1,0,1,19699.0
103,1,231,99.2,0.857760691975012,0.9430555555555556,0.831103678929766,3139,181,3.43,3.27,9.0,160,5200.0,19,25,0,1,1,0,18399.0
104,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3020,120,3.46,3.19,8.4,97,5000.0,19,24,0,1,1,0,11900.0
105,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3197,152,3.7,3.52,21.0,95,4150.0,28,33,1,0,0,1,13200.0
106,0,122,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3230,120,3.46,3.19,8.4,97,5000.0,19,24,0,1,1,0,12440.0
107,0,122,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3430,152,3.7,3.52,21.0,95,4150.0,25,25,1,0,0,1,13860.0
108,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,120,3.46,2.19,8.4,95,5000.0,19,24,0,1,1,0,15580.0
109,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,152,3.7,3.52,21.0,95,4150.0,28,33,1,0,0,1,16900.0
110,0,122,114.2,0.9557904853435849,0.9500000000000001,0.948160535117057,3285,120,3.46,2.19,8.4,95,5000.0,19,24,0,1,1,0,16695.0
111,0,122,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3485,152,3.7,3.52,21.0,95,4150.0,25,25,1,0,0,1,17075.0
112,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,120,3.46,3.19,8.4,97,5000.0,19,24,0,1,1,0,16630.0
113,0,161,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,152,3.7,3.52,21.0,95,4150.0,28,33,1,0,0,1,17950.0
114,0,161,108.0,0.897164824603556,0.9486111111111111,0.9364548494983278,3130,134,3.61,3.21,7.0,142,5600.0,18,24,0,1,0,1,18150.0
115,1,119,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1918,90,2.97,3.23,9.4,68,5500.0,37,41,0,1,1,0,5572.0
116,1,119,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,2128,98,3.03,3.39,7.6,102,5500.0,24,30,0,1,0,1,7957.0
117,1,154,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,90,2.97,3.23,9.4,68,5500.0,31,38,0,1,1,0,6229.0
118,1,154,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,1989,90,2.97,3.23,9.4,68,5500.0,31,38,0,1,1,0,6692.0
119,1,154,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,98,2.97,3.23,9.4,68,5500.0,31,38,0,1,1,0,7609.0
120,-1,74,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,122,3.35,3.46,8.5,88,5000.0,24,30,0,1,1,0,8921.0
121,3,122,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,156,3.59,3.86,7.0,145,5000.0,19,24,0,1,0,1,12764.0
122,3,186,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,151,3.94,3.11,9.5,143,5500.0,19,27,0,1,1,0,22018.0
123,3,122,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,194,3.74,2.9,9.5,207,5900.0,17,25,0,1,1,0,32528.0
124,3,122,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,194,3.74,2.9,9.5,207,5900.0,17,25,0,1,1,0,34028.0
125,3,122,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,194,3.74,2.9,9.5,207,5900.0,17,25,0,1,1,0,37028.0
126,0,122,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769231,2579,132,3.46,3.9,8.7,104,5125.369458128079,23,31,0,1,1,0,9295.0
127,2,122,96.1,0.849591542527631,0.9249999999999999,0.8444816053511706,2460,132,3.46,3.9,8.7,104,5125.369458128079,23,31,0,1,1,0,9895.0
128,3,150,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,121,3.54,3.07,9.31,110,5250.0,21,28,0,1,1,0,11850.0
129,2,104,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,121,3.54,3.07,9.3,110,5250.0,21,28,0,1,1,0,12170.0
130,3,150,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,121,2.54,2.07,9.3,110,5250.0,21,28,0,1,1,0,15040.0
131,2,104,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,121,3.54,3.07,9.3,110,5250.0,21,28,0,1,1,0,15510.0
132,3,150,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,121,3.54,3.07,9.0,160,5500.0,19,26,0,1,0,1,18150.0
133,2,104,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,121,3.54,3.07,9.0,160,5500.0,19,26,0,1,0,1,18620.0
134,2,83,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,97,3.62,2.36,9.0,69,4900.0,31,36,0,1,1,0,5118.0
135,2,83,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,108,3.62,2.64,8.7,73,4400.0,26,31,0,1,1,0,7053.0
136,2,83,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,108,3.62,2.64,8.7,73,4400.0,26,31,0,1,1,0,7603.0
137,0,102,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,108,3.62,2.64,9.5,82,4800.0,32,37,0,1,1,0,7126.0
138,0,102,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,108,3.62,2.64,9.5,82,4400.0,28,33,0,1,1,0,7775.0
139,0,102,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,108,3.62,2.64,9.0,94,5200.0,26,32,0,1,1,0,9960.0
140,0,102,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,108,3.62,2.64,9.0,82,4800.0,24,25,0,1,1,0,9233.0
141,0,102,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,108,3.62,2.64,7.7,111,4800.0,24,29,0,1,0,1,11259.0
142,0,89,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,108,3.62,2.64,9.0,82,4800.0,28,32,0,1,1,0,7463.0
143,0,89,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,108,3.62,2.64,9.0,94,5200.0,25,31,0,1,1,0,10198.0
144,0,85,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,108,3.62,2.64,9.0,82,4800.0,23,29,0,1,1,0,8013.0
145,0,85,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,108,3.62,2.64,7.7,111,4800.0,23,23,0,1,0,1,11694.0
146,1,87,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,92,3.05,3.03,9.0,62,4800.0,35,39,0,1,1,0,5348.0
147,1,87,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,92,3.05,3.03,9.0,62,4800.0,31,38,0,1,1,0,6338.0
148,1,74,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,92,3.05,3.03,9.0,62,4800.0,31,38,0,1,1,0,6488.0
149,0,77,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,92,3.05,3.03,9.0,62,4800.0,31,37,0,1,1,0,6918.0
150,0,81,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,92,3.05,3.03,9.0,62,4800.0,27,32,0,1,1,0,7898.0
151,0,91,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,92,3.05,3.03,9.0,62,4800.0,27,32,0,1,1,0,8778.0
152,0,91,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,98,3.19,3.03,9.0,70,4800.0,30,37,0,1,1,0,6938.0
153,0,91,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,98,3.19,3.03,9.0,70,4800.0,30,37,0,1,1,0,7198.0
154,0,91,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,110,3.27,3.35,22.5,56,4500.0,34,36,1,0,1,0,7898.0
155,0,91,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,110,3.27,3.35,22.5,56,4500.0,38,47,1,0,1,0,7788.0
156,0,91,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,98,3.19,3.03,9.0,70,4800.0,38,47,0,1,1,0,7738.0
157,0,91,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,98,3.19,3.03,9.0,70,4800.0,28,34,0,1,1,0,8358.0
158,0,91,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,98,3.19,3.03,9.0,70,4800.0,28,34,0,1,1,0,9258.0
159,1,168,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,98,3.19,3.03,9.0,70,4800.0,29,34,0,1,1,0,8058.0
160,1,168,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,98,3.19,3.03,9.0,70,4800.0,29,34,0,1,1,0,8238.0
161,1,168,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,98,3.24,3.08,9.4,112,6600.0,26,29,0,1,1,0,9298.0
162,1,168,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,98,3.24,3.08,9.4,112,6600.0,26,29,0,1,1,0,9538.0
163,2,134,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,8449.0
164,2,134,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,9639.0
165,2,134,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,9989.0
166,2,134,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,11199.0
167,2,134,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,11549.0
168,2,134,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,146,3.62,3.5,9.3,116,4800.0,24,30,0,1,1,0,17669.0
169,-1,65,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,122,3.31,3.54,8.7,92,4200.0,29,34,0,1,1,0,8948.0
170,-1,65,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,110,3.27,3.35,22.5,73,4500.0,30,33,1,0,0,1,10698.0
171,-1,65,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,122,3.31,3.54,8.7,92,4200.0,27,32,0,1,1,0,9988.0
172,-1,65,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,122,3.31,3.54,8.7,92,4200.0,27,32,0,1,1,0,10898.0
173,-1,65,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,122,3.31,3.54,8.7,92,4200.0,27,32,0,1,1,0,11248.0
174,3,197,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,171,3.27,3.35,9.3,161,5200.0,20,24,0,1,1,0,16558.0
175,3,197,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,171,3.27,3.35,9.3,161,5200.0,19,24,0,1,1,0,15998.0
176,-1,90,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,171,3.27,3.35,9.2,156,5200.0,20,24,0,1,1,0,15690.0
177,-1,122,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,161,3.27,3.35,9.2,156,5200.0,19,24,0,1,1,0,15750.0
178,2,122,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,97,3.01,3.4,23.0,52,4800.0,37,46,1,0,1,0,7775.0
179,2,122,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,7975.0
180,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,97,3.01,3.4,23.0,52,4800.0,37,46,1,0,1,0,7995.0
181,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,8195.0
182,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,8495.0
183,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,97,3.01,3.4,23.0,68,4500.0,37,42,1,0,0,1,9495.0
184,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,109,3.19,3.4,10.0,100,5500.0,26,32,0,1,1,0,9995.0
185,3,122,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,109,3.19,3.4,8.5,90,5500.0,24,29,0,1,1,0,11595.0
186,3,256,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,109,3.19,3.4,8.5,90,5500.0,24,29,0,1,1,0,9980.0
187,0,122,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,136,3.19,3.4,8.5,110,5500.0,19,24,0,1,1,0,13295.0
188,0,122,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,97,3.01,3.4,23.0,68,4500.0,33,38,1,0,0,1,13845.0
189,0,122,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,109,3.19,3.4,9.0,88,5500.0,25,31,0,1,1,0,12290.0
190,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,12940.0
191,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,13415.0
192,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,141,3.78,3.15,9.5,114,5400.0,24,28,0,1,1,0,15985.0
193,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,141,3.78,3.15,9.5,114,5400.0,24,28,0,1,1,0,16515.0
194,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,130,3.62,3.15,7.5,162,5100.0,17,22,0,1,0,1,18420.0
195,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,130,3.62,3.15,7.5,162,5100.0,17,22,0,1,0,1,18950.0
196,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,16845.0
197,-1,95,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,141,3.78,3.15,8.7,160,5300.0,19,25,0,1,0,1,19045.0
198,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,173,3.58,2.87,8.8,134,5500.0,18,23,0,1,1,0,21485.0
199,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,145,3.01,3.4,23.0,106,4800.0,26,27,1,0,0,1,22470.0
200,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,141,3.78,3.15,9.5,114,5400.0,19,25,0,1,0,1,22625.0
